Risk,Title,URL,Tags,Access,Author,Local,Remote,CVE,CWE
High,Tomcat proprietaryEvaluate 9.0.0.M1 Sandbox Escape,https://cxsecurity.com/issue/WLB-2020010064,"CVE, Harrison Neal, PatchAd...",Local,"Harrison Neal, PatchAdvisor",Yes,No,CVE-2016-5018,CWE-254
Low,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010063,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-89
Medium,MikroTik RouterOS Memory Corruption / Failed Assertion,https://cxsecurity.com/issue/WLB-2020010062,Qian Chen,Remote,Qian Chen,No,Yes,N/A,N/A
High,Fortinet FortiSIEM 5.2.5 / 5.2.6 Hardcoded Key,https://cxsecurity.com/issue/WLB-2020010061,Andrew Klaus,Local,Andrew Klaus,Yes,No,N/A,N/A
Medium,Powered by Lokomedia new sqli injection,https://cxsecurity.com/issue/WLB-2020010060,Mr.Rm19,Remote,,No,Yes,N/A,N/A
Low,Dairy Farm Shop Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010059,"CVE, CWE, Chris Inzinga",Remote,Chris Inzinga,No,Yes,CVE-2020-5308,CWE-79
High,Job Portal 1.0 Shell Upload,https://cxsecurity.com/issue/WLB-2020010058,"CWE, Tib3rius",Remote,Tib3rius,No,Yes,N/A,CWE-264
High,Complaint Management System 4.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010057,Metin Yunus Kandemir,Remote,Metin Yunus Kandemir,No,Yes,N/A,N/A
Medium,Adaware Web Companion 4.9.2159 WCAssistantService Unquoted Service Path,https://cxsecurity.com/issue/WLB-2020010056,ZwX,Local,ZwX,Yes,No,N/A,N/A
Medium,piSignage 2.6.4 Directory Traversal,https://cxsecurity.com/issue/WLB-2020010055,"CVE, CWE, JunYeong Ko",Remote,JunYeong Ko,No,Yes,CVE-2019-20354,CWE-22
Low,Quickdate the ultimate php dating platform - XSS Persistence,https://cxsecurity.com/issue/WLB-2020010054,Muslum Dag,Remote,,No,Yes,N/A,N/A
Low,Interactive Media Cross-site Scripting (XSS),https://cxsecurity.com/issue/WLB-2020010053,BeginnerGhost mm,Remote,,No,Yes,N/A,N/A
Low,lidya hacettepe Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010052,Anonymous7480,Remote,,No,Yes,N/A,N/A
Low,ERPNext 11.1.47 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010051,"CWE, Daniel Bishtawi",Remote,Daniel Bishtawi,No,Yes,N/A,CWE-79
Medium,Bitdefender Malformed Archive Bypass,https://cxsecurity.com/issue/WLB-2020010050,"CVE, Thierry Zoller",Local,,Yes,No,CVE-2019-17095,CWE-78
Medium,Office Product Key Finder 1.5.4 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010049,Gokkul,Remote,Gokkul,No,Yes,N/A,N/A
Low,Codoforum 4.8.3 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010048,"CWE, Prasanth c41m",Remote,Prasanth c41m,No,Yes,N/A,CWE-79
Low,NBMonitor 1.6.6.0 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010047,Ismail Tasdelen,Local,Ismail Tasdelen,Yes,No,N/A,N/A
Medium,Dairy Farm Shop Management System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010046,"CWE, Chris Inzinga",Remote,Chris Inzinga,No,Yes,N/A,CWE-89
Medium,SpotFTP FTP Password Recovery 3.0.0.0 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010045,Ismail Tasdelen,Remote,Ismail Tasdelen,No,Yes,N/A,N/A
Medium,Voyager 1.3.0 Directory Traversal,https://cxsecurity.com/issue/WLB-2020010044,"CWE, NgoAnhDuc",Remote,NgoAnhDuc,No,Yes,N/A,CWE-22
Medium,elaniin CMS 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010043,"CWE, riamloo",Remote,riamloo,No,Yes,N/A,CWE-89
High,Domain Quester Pro 6.02 Stack Overflow (SEH),https://cxsecurity.com/issue/WLB-2020010042,"CWE, boku",Remote,boku,No,Yes,N/A,CWE-119
Medium,RemShutdown 2.9.0.0 Key Denial of Service,https://cxsecurity.com/issue/WLB-2020010041,Ismail Tasdelen,Remote,Ismail Tasdelen,No,Yes,N/A,N/A
Medium,Complaint Management System 4.0 cid SQL injection,https://cxsecurity.com/issue/WLB-2020010040,"CWE, FULLSHADE",Remote,FULLSHADE,No,Yes,N/A,CWE-89
Medium,NextVPN v4.10 - Insecure File Permissions Privilege Escalation,https://cxsecurity.com/issue/WLB-2020010039,SajjadBnz,Local,,Yes,No,N/A,N/A
Medium,cera-intranet-community-theme SQL Injection,https://cxsecurity.com/issue/WLB-2020010038,"CWE, Mehmet EMIROGLU",Remote,Mehmet EMIROGLU,No,Yes,N/A,CWE-89
Medium,Wave - Powerful Freelance Marketplace System SQL Injection,https://cxsecurity.com/issue/WLB-2020010037,"CWE, Mehmet EMIROGLU",Remote,Mehmet EMIROGLU,No,Yes,N/A,CWE-89
Low,Tautulli 2.1.9 Cross-Site Request Forgery,https://cxsecurity.com/issue/WLB-2019120075,"CVE, CWE, Ismail Tasdelen",Remote,,No,Yes,CVE-2019-19833,CWE-352
Low,RICOH SP 4510SF Printer HTML Injection,https://cxsecurity.com/issue/WLB-2020010036,Ismail Tasdelen,Remote,,No,Yes,N/A,N/A
High,ParsCMS - Arbitrary File Upload,https://cxsecurity.com/issue/WLB-2020010035,Unkn0wn,Remote,,No,Yes,N/A,N/A
Low,Mozilla Firefox <72 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010034,Social Engineering Neo,Remote,Social Engineering Neo,No,Yes,N/A,N/A
Low,IceWarp 12.2.0 / 12.1.x Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010033,"CVE, CWE, RedTeam",Remote,,No,Yes,CVE-2019-19266,CWE-79
Low,WEMS Enterprise Manager 2.58 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010032,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-79
Medium,Portal Alumni & Karir UIN Alauddin Sql Injection,https://cxsecurity.com/issue/WLB-2020010031,KHS1N Cyber 07,Remote,,No,Yes,N/A,N/A
Medium,Pubiran.ir Cms Admin Bypass,https://cxsecurity.com/issue/WLB-2020010030,EbRaHiM-GHiaSi,Remote,,No,Yes,N/A,N/A
Medium,Pengadilan Militer Sql injection,https://cxsecurity.com/issue/WLB-2020010029,KHS1N Cyber 07,Remote,,No,Yes,N/A,N/A
Medium,diskominfo SQL Injection,https://cxsecurity.com/issue/WLB-2020010028,KHS1N Cyber 07,Remote,,No,Yes,N/A,N/A
Low,TextCrawler Pro3.1.1 Dos Exploit,https://cxsecurity.com/issue/WLB-2020010027,Achilles,Local,,Yes,No,N/A,N/A
Low,Duplicate Cleaner Pro 4 Dos Exploit,https://cxsecurity.com/issue/WLB-2020010026,Achilles,Local,,Yes,No,N/A,N/A
Low,OX App Suite 7.10.2 Cross Site Scripting / Improper Access Control,https://cxsecurity.com/issue/WLB-2020010025,"CVE, CWE, Martin Heiland",Remote,Martin Heiland,No,Yes,CVE-2019-16717 | CVE-2019-16716,"CWE-80
Medium,Plantronics Hub 3.13.2 Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2020010024,"CWE, Markus Krell",Local,Markus Krell,Yes,No,N/A,CWE-264
Medium,AppLocker Policy Bypass,https://cxsecurity.com/issue/WLB-2020010023,Social Engineering Neo,Local,Social Engineering Neo,Yes,No,N/A,N/A
High,ESET Generic Malformed Archive Bypass,https://cxsecurity.com/issue/WLB-2020010022,Thierry Zoller,Local,,Yes,No,N/A,N/A
Medium,Kaspersky Generic Archive Bypass,https://cxsecurity.com/issue/WLB-2020010021,Thierry Zoller,Local,,Yes,No,N/A,N/A
High,Microsoft Windows VCF Card Mailto Link Denial Of Service,https://cxsecurity.com/issue/WLB-2020010020,hyp3rlinx,Local,,Yes,No,N/A,N/A
Medium,Thrive Smart Home 1.1 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020010019,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Low,AVIRA Generic Antivirus Bypass,https://cxsecurity.com/issue/WLB-2020010018,Thierry Zoller,Remote,Thierry Zoller,No,Yes,N/A,N/A
Medium,Karakuzu ERP Management Web 5.7.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010017,"CWE, Hakan Taskopru",Remote,Hakan Taskopru,No,Yes,N/A,CWE-89
Medium,Online Course Registration 2.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010016,Metin Yunus Kandemir,Remote,Metin Yunus Kandemir,No,Yes,N/A,N/A
Medium,CTFd 2.1.5 Administrator Account Takeover,https://cxsecurity.com/issue/WLB-2020010015,"CWE, Social Engineering Neo",Remote,Social Engineering Neo,No,Yes,N/A,"CWE-285
Medium,BloodX 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010014,"CWE, riamloo",Remote,riamloo,No,Yes,N/A,CWE-89
Low,HomeAutomation 3.3.2 Cross-Site Request Forgery (Add Admin),https://cxsecurity.com/issue/WLB-2020010013,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-352
Medium,MSN Password Recovery 1.30 Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2020010012,Gokkulraj,Remote,Gokkulraj,No,Yes,N/A,N/A
Medium,Hospital Management System 4.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010011,"CWE, Metin Yunus Kandemir",Remote,Metin Yunus Kandemir,No,Yes,N/A,CWE-89
Medium,elearning-script 1.0 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020010010,riamloo,Remote,riamloo,No,Yes,N/A,N/A
Medium,BloodX 1.0 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020010009,riamloo,Remote,riamloo,No,Yes,N/A,N/A
Medium,MyDomoAtHome (MDAH) REST API Domoticz ISS Gateway 0.2.40 Information Disclosure,https://cxsecurity.com/issue/WLB-2020010007,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Medium,Shopping Portal ProVersion 3.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010006,"CWE, Metin Yunus Kandemir",Remote,Metin Yunus Kandemir,No,Yes,N/A,CWE-89
Medium,IBM InfoPrint 4247-Z03 Impact Matrix Printer Directory Traversal,https://cxsecurity.com/issue/WLB-2020010005,"CWE, Raif Berkay Dincel",Remote,Raif Berkay Dincel,No,Yes,N/A,CWE-22
Medium,Turkish University CMS kilis.edu.tr noredirect,https://cxsecurity.com/issue/WLB-2020010004,At0m,Remote,,No,Yes,N/A,N/A
Medium,Kementrian perindustrian Sql injection,https://cxsecurity.com/issue/WLB-2020010003,KHS1N Cyber 07,Remote,,No,Yes,N/A,N/A
High,Wordpress Ultimate Addons for Beaver Builder 1.2.4.1 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020010002,Raphael Karger & N...,Remote,Raphael Karger & Nathan Hrncirik,No,Yes,N/A,N/A
Medium,Microsoft Windows .Group File / URL Field Code Execution,https://cxsecurity.com/issue/WLB-2020010001,hyp3rlinx,Remote,,No,Yes,N/A,N/A
Medium,FreeBSD mqueuefs Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120142,"CWE, Karsten Konig",Remote,Karsten Konig,No,Yes,N/A,CWE-264
Medium,FreeBSD fd Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120141,"CVE, CWE, Karsten Konig",Local,Karsten Konig,Yes,No,CVE-2019-5596,CWE-264
High,HomeAutomation 3.3.2 CSRF / Code Execution,https://cxsecurity.com/issue/WLB-2019120140,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-352
High,HomeAutomation 3.3.2 Authentication Bypass,https://cxsecurity.com/issue/WLB-2019120139,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Medium,Wave 2.0 SQL Injection,https://cxsecurity.com/issue/WLB-2019120138,"CWE, Mehmet Emiroglu",Remote,Mehmet Emiroglu,No,Yes,N/A,CWE-89
Low,HomeAutomation 3.3.2 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2019120137,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-352
Low,XEROX WorkCentre 7855 Printer Cross-Site Request Forgery (Add Admin),https://cxsecurity.com/issue/WLB-2019120136,"CWE, Ismail Tasdelen",Remote,Ismail Tasdelen,No,Yes,N/A,CWE-352
High,Heatmiser Netmonitor 3.03 Hardcoded Credentials,https://cxsecurity.com/issue/WLB-2019120135,"CWE, Ismail Tasdelen",Remote,Ismail Tasdelen,No,Yes,N/A,CWE-798
Medium,Thrive Smart Home 1.1 SQL Injection,https://cxsecurity.com/issue/WLB-2019120134,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-89
Low,Thrive Smart Home 1.1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2019120133,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-79
Medium,HomeAutomation 3.3.2 Open Redirect,https://cxsecurity.com/issue/WLB-2019120132,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-601
Medium,PPSDM Kemendagri SQL Vulnerable,https://cxsecurity.com/issue/WLB-2019120131,KHS1N Cyber 07,Remote,,No,Yes,N/A,N/A
Low,HomeAutomation 3.3.2 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2019120130,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-79
Medium,elearning-script 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2019120129,"CWE, riamloo",Remote,riamloo,No,Yes,N/A,CWE-89
Medium,AVS Audio Converter 9.1.2.600 Stack Overflow,https://cxsecurity.com/issue/WLB-2019120128,"CWE, boku",Local,boku,Yes,No,N/A,CWE-119
Medium,Cera Intranet Community Theme 1.0.1 SQL Injection,https://cxsecurity.com/issue/WLB-2019120127,"CWE, Mehmet Emiroglu",Remote,Mehmet Emiroglu,No,Yes,N/A,CWE-89
Medium,FTP Navigator 8.03 Stack Overflow,https://cxsecurity.com/issue/WLB-2019120126,"CWE, boku",Local,boku,Yes,No,N/A,CWE-119
Med.,Glide Wordpress Themes Timthumb RCE,https://cxsecurity.com/issue/WLB-2019120125,L4663r666h05t,Remote,,,,,
Med.,Lenovo Power Management Driver 1.67.17.48 pmdrvs.sys Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2019120124,"CVE, Nassim Asrir",Local,,,,,
Low,Snipe-IT Open Source Asset Management 4.7.5 Persistent Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2019120123,Metin Yunus Kandemir,Remote,,,,,
Low,Xerox AltaLink C8035 Printer Cross-Site Request Forgery (Add Admin),https://cxsecurity.com/issue/WLB-2019120122,"CWE, Ismail Tasdelen",Remote,,,,,
Low,Microsoft UPnP Local Privilege Elevation (Metasploit),https://cxsecurity.com/issue/WLB-2019120121,"CVE, Anonymous",Local,,,,,
Med.,Wave - Powerful Freelance Marketplace System SQL Inj.,https://cxsecurity.com/issue/WLB-2019120120,Mehmet EMIROGLU,Remote,,,,,
High,OpenBSD Dynamic Loader chpass Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120119,"CVE, CWE, Brendan Coles",Local,,,,,
Med.,ham3d.net cms Adminpage default password,https://cxsecurity.com/issue/WLB-2019120118,EbRaHiM-VaKeR,Remote,,,,,
Med.,F-Secure Key 4.9.241.0 – Local Code Execution via DLL hijacking,https://cxsecurity.com/issue/WLB-2019120117,Nir Yehoshua,Local,,,,,
Med.,Folder Lock v7.8.0 Denial of Service Exploit,https://cxsecurity.com/issue/WLB-2019120116,Achilles,Remote,,,,,
Low,AVE DOMINAplus 1.10.x Cross Site Request Forgery / Cross Site Scripting,https://cxsecurity.com/issue/WLB-2019120115,"CWE, LiquidWorm",Remote,,,,,
Med.,AVE DOMINAplus 1.10.x Unauthenticated Remote Reboot,https://cxsecurity.com/issue/WLB-2019120114,LiquidWorm,Remote,,,,,
Med.,AVE DOMINAplus 1.10.x Credential Disclosure,https://cxsecurity.com/issue/WLB-2019120113,LiquidWorm,Remote,,,,,
Med.,CityBook - Directory & Listing WordPress Theme v2.2.2 Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2019120112,"CWE, m0ze",Remote,,,,,
Low,TownHub - Directory & Listing WordPress Theme v1.0.2 Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2019120111,"CWE, m0ze",Remote,,,,,
Med.,EasyBook – Directory & Listing WordPress Theme v1.2.1 Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2019120110,"CWE, m0ze",Remote,,,,,
Medium,EZ CD Audio Converter 9.0.6 - Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2019120109,Achilles,Local,,Yes,No,N/A,N/A
Medium,CA Client Automation 14.x Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120108,"CVE, CWE, Kevin Kotas",Remote,Kevin Kotas,No,Yes,CVE-2019-19231,CWE-264
Medium,LNSEL Admin Login Bypass,https://cxsecurity.com/issue/WLB-2019120107,LNSEL Admin Login Bypa...,Remote,,No,Yes,N/A,N/A
Medium,LiteManager Free - Unquoted Service Path Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120106,Nir Yehoshua,Local,,Yes,No,N/A,N/A
Medium,Protegent Total Security 10.5.0.6 - Unquoted Service Path,https://cxsecurity.com/issue/WLB-2019120105,Nir Yehoshua,Local,,Yes,No,N/A,N/A
Low,Antiprizuv Form-Data Log Emails Information Disclosure,https://cxsecurity.com/issue/WLB-2019120104,"CWE, L4663r666h05t",Remote,,No,Yes,N/A,CWE-200
Medium,seabreezeconsulting sql injection vulnerability,https://cxsecurity.com/issue/WLB-2019120103,"CWE, Gama Security Team",Remote,,No,Yes,N/A,CWE-89
High,FreeSWITCH 1.10.1 Command Execution,https://cxsecurity.com/issue/WLB-2019120102,"CWE, 1F98D",Local,1F98D,Yes,No,N/A,CWE-78
High,Prime95 Version 29.8 build 6 Local SEH Exploit,https://cxsecurity.com/issue/WLB-2019120101,Achilles,Local,,Yes,No,N/A,N/A
Medium,efcsindia Admin Login Bypass,https://cxsecurity.com/issue/WLB-2019120099,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
High,AVS Audio Converter 9.1 - 'Output Folder' Buffer Overflow SEH Exploit,https://cxsecurity.com/issue/WLB-2019120098,Achilles,Local,,Yes,No,N/A,N/A
Medium,Lagenz Cms STEMera Admin Login ByPass,https://cxsecurity.com/issue/WLB-2019120097,AnonsQueryOOP,Remote,,No,Yes,N/A,N/A
Medium,vReliable Datagram Sockets (RDS) rds_page_copy_user Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120096,"CVE, CWE, Dan Rosenberg",Local,Dan Rosenberg,Yes,No,CVE-2010-3904,CWE-264
Medium,Reptile Rootkit reptile_cmd Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120095,"CWE, Brendan Coles",Local,Brendan Coles,Yes,No,N/A,CWE-264
Low,phpMyChat-Plus 1.98 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2019120094,"CVE, CWE, Chris Inzinga",Remote,Chris Inzinga,No,Yes,CVE-2019-19908,CWE-79
Medium,Microsoft Windows 10 BasicRender.sys Denial Of Service,https://cxsecurity.com/issue/WLB-2019120093,Victor Portal Gonzalez,Local,Victor Portal Gonzalez,Yes,No,N/A,N/A
Medium,82webmaster sql injection vulnerability,https://cxsecurity.com/issue/WLB-2019120092,"CWE, Gama Security Team",Remote,,No,Yes,N/A,CWE-89
Medium,cms lagenz admin login bypass / admin no session,https://cxsecurity.com/issue/WLB-2019120091,DENI-NAX-DAZ,Remote,,No,Yes,N/A,N/A
Medium,Turkish University CMS Admin Panel Bypass,https://cxsecurity.com/issue/WLB-2019120090,At0m,Remote,,No,Yes,N/A,N/A
Medium,Torresoft Adminpage Bypass,https://cxsecurity.com/issue/WLB-2019120089,EbRaHiM-VaKeR,Remote,,No,Yes,N/A,N/A
Medium,WordPress Core < 5.3.x xmlrpc.php Denial of Service,https://cxsecurity.com/issue/WLB-2019120088,Arcturus Security,Remote,Arcturus Security,No,Yes,N/A,N/A
Medium,FTP Navigator 8.03 Denial Of Service,https://cxsecurity.com/issue/WLB-2019120087,Chris Inzinga,Remote,Chris Inzinga,No,Yes,N/A,N/A
Medium,FEBP IRANIAN CMS SQL injection,https://cxsecurity.com/issue/WLB-2019120086,S I R M A X,Remote,,No,Yes,N/A,N/A
Medium,Deutsche Bahn Ticket Vending Machine Local Kiosk Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120085,"CWE, Vulnerability-Lab",Local,Vulnerability-Lab,Yes,No,N/A,CWE-264
High,AVS Audio Converter 9.1 Buffer Overflow,https://cxsecurity.com/issue/WLB-2019120084,"CWE, ZwX",Local,ZwX,Yes,No,N/A,CWE-119
Medium,XnView 2.49.1 Denial Of Service,https://cxsecurity.com/issue/WLB-2019120083,ZwX,Local,ZwX,Yes,No,N/A,N/A
Medium,Microsoft UPnP Local Privilege Elevation,https://cxsecurity.com/issue/WLB-2019120082,"CVE, bwatters-r7",Local,bwatters-r7,Yes,No,CVE-2019-1405 | CVE-2019-1322,N/A
Low,Xerox AltaLink C8035 Printer Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2019120081,"CVE, CWE, Ismail Tasdelen",Remote,Ismail Tasdelen,No,Yes,CVE-2019-19832,CWE-352
Low,Intelbras Router RF1200 1.1.3 Cross-Site Request Forgery,https://cxsecurity.com/issue/WLB-2019120080,"CVE, CWE, Joas Antonio",Remote,Joas Antonio,No,Yes,CVE-2019-19516,CWE-352
Medium,UIN Alauddin Makassar Sql Injection Vulner,https://cxsecurity.com/issue/WLB-2019120079,KHS1N Cyber 07,Remote,,No,Yes,N/A,N/A
Low,Rumpus FTP Web File Manager 8.2.9.1 Reflected Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2019120078,"CVE, Harshit Shukla, Sudeep...",Remote,"Harshit Shukla, Sudeepto Roy",No,Yes,CVE-2019-19368,CWE-79
Low,Zendesk SweetHawk Survey 1.6 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2019120077,"CWE, MTK",Remote,MTK,No,Yes,N/A,CWE-79
Low,OpenMRS Java Deserialization Remote Code Execution,https://cxsecurity.com/issue/WLB-2019120076,"CVE, Nicolas Serra",Remote,Nicolas Serra,No,Yes,CVE-2018-19276,CWE-502
Medium,NopCommerce 4.2.0 Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120074,"CWE, Alessandro Magnosi",Local,Alessandro Magnosi,Yes,No,N/A,CWE-264
High,OpenBSD 6.x Dynamic Loader Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120073,"CVE, CWE, Qualys",Local,Qualys,Yes,No,CVE-2019-19726,CWE-264
Medium,D-Link DIR-615 Privilege Escalation,https://cxsecurity.com/issue/WLB-2019120072,"CWE, Sanyam Chawla",Remote,Sanyam Chawla,No,Yes,N/A,CWE-264
Medium,NETGATE Data Backup 3.0.620 NGDatBckpSrv Unquoted Service Path,https://cxsecurity.com/issue/WLB-2019120071,ZwX,Local,,Yes,No,N/A,N/A
High,Alcatel-Lucent Omnivista 8770 Remote Code Execution,https://cxsecurity.com/issue/WLB-2019120070,0x1911,Remote,0x1911,No,Yes,N/A,N/A
Medium,DasanSoft XSS SQL Injection,https://cxsecurity.com/issue/WLB-2019120069,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,DasanSoftKorea XSS SQL Injection,https://cxsecurity.com/issue/WLB-2019120068,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Grupo Comercial Yazbek XSS SQL Injection,https://cxsecurity.com/issue/WLB-2019120067,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Triwebsol.com Open Admin / Bypass,https://cxsecurity.com/issue/WLB-2019120066,EbRaHiM-VaKeR,Remote,,No,Yes,N/A,N/A
Low,Getafix creates patches,https://cxsecurity.com/issue/WLB-2019120065,Maruf Sakirin,Local,,Yes,No,N/A,N/A
High,FTP Commander Pro 8.03 Local Stack Overflow,https://cxsecurity.com/issue/WLB-2019120064,"CWE, boku",Remote,boku,Yes,Yes,N/A,CWE-119
Low,Yachtcontrol Webapplication 1.0 Unauthenticated Remote Code Execution,https://cxsecurity.com/issue/WLB-2019120063,Hodorsec,Remote,Hodorsec,No,Yes,N/A,N/A
Medium,Bash 5.0 Patch 11 SUID Priv Drop Exploit,https://cxsecurity.com/issue/WLB-2019120062,"CVE, Ian Pudney , Chet Rame...",Remote,"Ian Pudney , Chet Ramey",No,Yes,CVE-2019-18276,CWE-273
Medium,ai-online Admin Login Bypass,https://cxsecurity.com/issue/WLB-2019120061,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Medium,DSehiBox XSS SQL Injection,https://cxsecurity.com/issue/WLB-2019120060,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Bullwark Momentum Series JAWS 1.0 Directory Traversal,https://cxsecurity.com/issue/WLB-2019120059,"CWE, Numan Türle",Remote,Numan Türle,No,Yes,N/A,CWE-22
Medium,PRO-7070 HazAr Profesyonel Web Sitesi 1.0 Authentication Bypass,https://cxsecurity.com/issue/WLB-2019120058,Ahmet Ümit BAYRAM,Remote,Ahmet Ümit BAYRAM,No,Yes,N/A,N/A
