Title,Description,Date Added,CVE Link,Exploit Platform,Exploit Type,Product Name
DATAC RealWin SCADA Server Remote Stack Buffer Overflow Exploit,This module exploits a buffer overflow vulnerability in RealWin SCADA Server. This vulnerability can be exploited remotely by sending a specially crafted packet to port TCP/910.,"October 9, 2008",CVE-2008-4322,Windows,Exploits / Remote,Impact Professional
Ultra Office Control ActiveX Exploit,"The Ultra Office Control ActiveX control (OfficeCtrl.ocx) is vulnerable to a stack-based buffer overflow. By persuading a victim to visit a specially-crafted Web page that passes an overly long string to the HttpUpload() method, a remote attacker could overflow a buffer and execute arbitrary code on the system with the privileges of the current user or cause the victim's browser to crash.","October 1, 2008",CVE-2008-3878,Windows,Exploits / Client Side,Impact Professional
HP OpenView Ovalarmsrv Remote Buffer Overflow Exploit,This module exploits a buffer overflow vulnerability in the ovalarmsrv module of the HP OpenView Network NodeManager application. The exploit triggers a stack-based buffer overflow by sending a specially crafted packet to port 2954/TCP of the vulnerable system and installs an agent if successful. This module works disabling DEP on Windows 2003 Enterprise Edition sp2 in the context of the vulnerable application.,"September 29, 2008",CVE-2008-1851,Windows,Exploits / Remote,Impact Professional
Acoustica Beatcraft BCPROJ Buffer Overflow Exploit,Acoustica Beatcraft contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in Acoustica Beatcraft when handling .BCPROJ files.,"September 29, 2008",CVE-2008-4087,,Exploits / Client Side,Impact Professional
Alt-N Security Gateway Remote Buffer Overflow Exploit,This module exploits a stack-based buffer overflow in the Alt-N Security Gateway by sending a specially crafted HTTP request to the TCP port 4000.,"September 25, 2008",CVE-2008-4193,Windows,Exploits / Remote,Impact Professional
Acoustica MP3 CD Burner ASX Buffer Overflow Exploit,The vulnerability is caused due to a boundary error when processing malformed ASX playlist files. This can be exploited to cause a stack-based buffer overflow tricking a user into opening a specially crafted playlist file containing a ref tag with an overly long href attribute.,"September 23, 2008",CVE-2007-3006,,Exploits / Client Side,Impact Professional
Microsoft Jet Database Engine Buffer Overflow Exploit Update,This module exploits a vulnerability in Microsoft Jet Database (msjet40.dll) through a Microsoft Word document. The vulnerability is caused due to a boundary error in msjet40.dll within the processing of MDB files. This can be exploited to cause a stack-based buffer overflow when a specially crafted file is opened.This update corrects documentation.,"September 22, 2008",CVE-2008-1092,Windows,Exploits / Client Side,Impact Professional
Microsoft Windows GDI Plus WMF Buffer Overflow Exploit (MS08-052),"When the method WmfEnumState::DibCreatePatternBrush in the GDI Plus library processes a WMF file with a malformed CreatePatternBrush record, this produces a stack overflow.","September 20, 2008",CVE-2008-3014,Windows,Exploits / Client Side,Impact Professional
Now SMS MMS Gateway Web Authorization Buffer Overflow Exploit update,A vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of software utilizing the web interface of Now SMS MMS Gateway.This version add support for Windows 2003 and all systems with DEP enabled.,"September 19, 2008",CVE-2008-0871,Windows,Exploits / Remote,Impact Professional
Acoustica Mixcraft MX4 Buffer Overflow Exploit,"Acoustica Mixcraft is prone to a buffer-overflow vulnerability in the handling of .MX4 project files, because the application fails to bounds-check user-supplied data, before copying it into an insufficiently sized buffer.","September 17, 2008",CVE-2008-3877,Windows,Exploits / Client Side,Impact Professional
BlazeDVD PLF Playlist Buffer Overflow Exploit,BlazeDVD is prone to a remote memory-corruption vulnerability because the application fails to handle malformed playlist files.,"September 17, 2008",CVE-2006-6199,Windows,Exploits / Client Side,Impact Professional
Blue Coat K9 Web Protection Referer Privilege Escalation Exploit,K9 Web Protection's local administration interface is vulnerable to a stack based buffer overflow while processing Referer HTTP headers. Local attackers could abuse this vulnerability to escalate privileges and execute arbitrary code as SYSTEM.,"September 15, 2008",CVE-2007-2952,Windows,Exploits / Local,Impact Professional
Adobe PDF JavaScript Buffer Overflow Exploit Update 3,This module exploits a vulnerability in Adobe Reader and Adobe Acrobat Professional .PDF files. The vulnerability is caused due to boundary errors in collectEmailInfo() method in EScript.api. This can be exploited to cause a stack-based buffer overflow when a specially crafted PDF file is opened.This update adds support for Mac OS X 10.4.x and 10.5.x.,"September 12, 2008",CVE-2007-5659,"Windows, Mac OS X",Exploits / Client Side,Impact Professional
Microsoft Windows Image Color Management Exploit (MS08-046),This module exploits a heap overflow vulnerability in the OpenColorProfileW function of mscms.dll through a malformed EMF file embedded in an HTML file.,"September 11, 2008",CVE-2008-2245,Windows,Exploits / Client Side,Impact Professional
Microsoft Windows Media Encoder Buffer Overflow Exploit (MS08-053) Update,This module exploits a stack-based buffer overflow in the wmex.dll ActiveX Control included in Microsoft Windows Media Encoder 9.,"September 11, 2008",CVE-2008-3008,Windows,Exploits / Client Side,Impact Professional
Microsoft Windows Media Encoder Buffer Overflow Exploit (MS08-053),This module exploits a stack-based buffer overflow in the wmex.dll ActiveX Control included in Microsoft Windows Media Encoder 9.,"September 9, 2008",CVE-2008-3008,Windows,Exploits / Client Side,Impact Professional
CA BrightStor ARCserve Backup Message Service Exploit,CA BrightStor ARCserve Backup is prone to a buffer overflow vulnerability on the RPC interface that could permit the execution of arbitrary remote code. A remote attacker can exploit this vulnerability to execute arbitrary code and completely compromise the computer.,"September 5, 2008",CVE-2006-5143,Windows,Exploits / Remote,Impact Professional
Microsoft Visual Studio Masked Edit Control Buffer Overflow Exploit,"This module exploits a stack-based buffer overflow in the msmask32.ocx ActiveX Control included in Microsoft Visual Studio 6.This module runs a web server waiting for vulnerable clients (Internet Explorer) to connect to it. When the client connects, it will try to install an agent by exploiting this vulnerability.","September 5, 2008",CVE-2008-3704,Windows,Exploits / Client Side,Impact Professional
CA BrightStor ARCserve Backup Message Service Exploit,CA BrightStor ARCserve Backup is prone to a buffer overflow vulnerability on the RPC interface that could permit the execution of arbitrary remote code. A remote attacker can exploit this vulnerability to execute arbitrary code and completely compromise the computer.,"September 4, 2008",CVE-2006-5143,Windows,Exploits/Remote,Impact
VMware VMCI Arbitrary Code Execution Vulnerability Exploit,Using the VMWare VMCI Arbitrary Code Execution vulnerability it is possible run code in the host machine.This module sends a malformed message through hardware port to host exploiting the vmware-vmx.exe process and installing an agent.,"September 4, 2008",CVE-2008-2099,Windows,Exploits / Local,Impact Professional
IrfanView Formats Plugin IFF Buffer Overflow Exploit,The vulnerability is caused due to a boundary error within the Formats plug-in (Formats.dll) when handling IFF files. This can be exploited to cause a stack-based buffer overflow via a specially crafted IFF file.,"September 4, 2008",CVE-2007-2363,,Exploits / Client Side,Impact Professional
CA BrightStor ARCserve Backup LGServer Service Exploit,This module exploits a buffer overflow vulnerability in the LGServer Service (LGServer.exe) component of CA BrightStor ARCserve Backup for Laptops and Desktops and installs an agent if successful. This vulnerability can be exploited remotely by sending a specially crafted packet to port TCP/1900.,"September 3, 2008",CVE-2008-1328,Windows,Exploits / Remote,Impact Professional
Anzio Web Print Object Buffer Overflow Exploit,This module exploits a vulnerability in the PWButtonXControl1.ocx control included in the Anzio Web Print Object application. The exploit is triggered when the mainuri property processes a long string argument resulting in a stack-based buffer overflow.  This module runs a malicious web site on the CORE IMPACT Console and waits for an unsuspecting user to trigger the exploit by connecting to the web site.,"August 29, 2008",CVE-2008-3480,Windows,Exploits / Client Side,Impact Professional
Microsoft Office Excel Exploit (MS08-043),This module exploits an error during processing of FORMAT records when loading Excel files into memory that can be exploited to corrupt memory via a specially crafted XLS file containing an out-of-bounds array index.,"August 22, 2008",CVE-2008-3005,Windows,Exploits / Client Side,Impact Professional
IBM Lotus Domino Accept-Language Remote Buffer Overflow Exploit,This module exploits a buffer overflow vulnerability in the Lotus Domino HTTP server (nHTTP.exe) by sending a specially crafted GET request.,"August 21, 2008",CVE-2008-2240,Windows,Exploits / Remote,Impact Professional
Microsoft Office PowerPoint Viewer Exploit  (MS08-051),This module exploits a memory allocation error in Microsoft PowerPoint Viewer 2003 that allows remote attackers to execute arbitrary code via a PowerPoint file with a malformed picture index that triggers memory corruption.,"August 15, 2008",CVE-2008-0120,Windows,Exploits / Client Side,Impact Professional
